
61	18:06:55	0	0.1000	4.40924369205128	7.025506973266602	1.0000	0.0111	0.0220
62	18:06:59	0	0.1000	4.382345199584961	6.648531913757324	1.0000	0.0111	0.0220
63	18:07:03	1	0.1000	4.199371164495295	6.768405914306641	1.0000	0.0111	0.0220
64	18:07:06	2	0.1000	4.119975653561679	7.521889686584473	1.0000	0.0111	0.0220
65	18:07:08	0	0.1000	4.06109753522006	6.036235809326172	0.4444	0.0444	0.0808
66	18:07:12	1	0.1000	3.9807334379716353	6.464827060699463	1.0000	0.0222	0.0435
67	18:07:15	2	0.1000	3.9029279188676314	6.339326858520508	0.5000	0.0222	0.0426
68	18:07:18	3	0.1000	4.019673152403398	5.6449785232543945	0.4286	0.0333	0.0619
69	18:07:20	4	0.1000	3.856758312745528	5.967612266540527	0.4000	0.0222	0.0421
70	18:07:23	1	0.0500	3.693282062357122	6.151492595672607	0.4000	0.0222	0.0421
71	18:07:26	2	0.0500	3.703863176432523	5.928414821624756	0.4000	0.0222	0.0421
72	18:07:28	3	0.0500	3.645252672108737	5.762412071228027	0.4000	0.0222	0.0421
73	18:07:31	4	0.0500	3.712401498447765	5.448766231536865	0.4286	0.0333	0.0619
74	18:07:33	1	0.0250	3.594293464313854	5.850686073303223	0.4000	0.0222	0.0421
75	18:07:36	0	0.0250	3.4660217545249243	5.568577766418457	0.4444	0.0444	0.0808
76	18:07:40	1	0.0250	3.5720373283733022	5.680145740509033	0.3333	0.0222	0.0417
77	18:07:43	2	0.0250	3.5524370778690684	5.727250576019287	0.3333	0.0222	0.0417
78	18:07:45	0	0.0250	3.6597021276300605	5.454970359802246	0.5455	0.0667	0.1188
79	18:07:49	1	0.0250	3.541141531684182	5.527914524078369	0.3750	0.0333	0.0612
80	18:07:52	2	0.0250	3.615639578212391	5.597171306610107	0.4286	0.0333	0.0619
81	18:07:54	3	0.0250	3.4720279303464023	5.668407917022705	0.4286	0.0333	0.0619
82	18:07:57	4	0.0250	3.499643911014904	5.503507137298584	0.4444	0.0444	0.0808
83	18:07:59	1	0.0125	3.621586886319247	5.495626449584961	0.5000	0.0556	0.1000
84	18:08:02	2	0.0125	3.651710120114413	5.527535438537598	0.4286	0.0333	0.0619
85	18:08:04	3	0.0125	3.5371743982488457	5.512854099273682	0.3750	0.0333	0.0612
86	18:08:06	4	0.0125	3.3284362879666416	5.530543327331543	0.3750	0.0333	0.0612
87	18:08:08	1	0.0063	3.5586661858992144	5.553065299987793	0.4286	0.0333	0.0619
88	18:08:11	2	0.0063	3.468865297057412	5.530113220214844	0.4286	0.0333	0.0619
89	18:08:13	3	0.0063	3.479905030944131	5.504138946533203	0.4444	0.0444	0.0808
90	18:08:15	4	0.0063	3.3740107037804346	5.5193376541137695	0.4286	0.0333	0.0619
91	18:08:17	1	0.0031	3.4318068460984663	5.508975982666016	0.4286	0.0333	0.0619
92	18:08:20	2	0.0031	3.4006108695810493	5.504027843475342	0.4286	0.0333	0.0619
93	18:08:22	3	0.0031	3.362231070345098	5.541564464569092	0.4286	0.0333	0.0619
94	18:08:25	4	0.0031	3.3208835341713647	5.540548324584961	0.4286	0.0333	0.0619
95	18:08:27	1	0.0016	3.540436788038774	5.523470401763916	0.4286	0.0333	0.0619
96	18:08:30	2	0.0016	3.346731110052629	5.523341178894043	0.4286	0.0333	0.0619
97	18:08:33	3	0.0016	3.3708568703044546	5.532249450683594	0.4286	0.0333	0.0619
98	18:08:35	4	0.0016	3.354562824422663	5.513571739196777	0.4286	0.0333	0.0619
99	18:08:38	1	0.0008	3.466291752728549	5.509646415710449	0.4286	0.0333	0.0619
100	18:08:40	2	0.0008	3.32903084971688	5.511475563049316	0.4286	0.0333	0.0619
101	18:08:43	3	0.0008	3.4561417536302046	5.515721797943115	0.4286	0.0333	0.0619
102	18:08:45	4	0.0008	3.2800794406370684	5.521799087524414	0.4286	0.0333	0.0619
103	18:08:48	1	0.0004	3.4510225491090254	5.523296356201172	0.4286	0.0333	0.0619
104	18:08:50	2	0.0004	3.307394569570368	5.520286560058594	0.4286	0.0333	0.0619
105	18:08:53	3	0.0004	3.493675622073087	5.522332191467285	0.4286	0.0333	0.0619
106	18:08:56	4	0.0004	3.361549431627447	5.517926216125488	0.4286	0.0333	0.0619
107	18:08:58	1	0.0002	3.327811501242898	5.5170817375183105	0.4286	0.0333	0.0619
108	18:09:01	2	0.0002	3.38340239091353	5.516434669494629	0.4286	0.0333	0.0619
109	18:09:03	3	0.0002	3.4204338897358286	5.515594005584717	0.4286	0.0333	0.0619
110	18:09:06	4	0.0002	3.63420908017592	5.513499736785889	0.4286	0.0333	0.0619
